project_id,sprint,velocity,progress,blocked,reopened,scope_change,defects,lead_time,throughput,delay
57,1,80.57,78.87,1,1,1.08,4,7.15,20.56,0
22,7,45.87,76.59,2,1,15.03,1,8.74,37.06,0
47,4,41.98,86.6,1,3,14.75,1,18.88,30.11,1
56,1,55.19,63.35,2,3,6.37,5,10.14,30.66,1
30,8,66.17,65.09,1,2,11.26,2,7.66,36.4,0
43,12,66.05,71.69,2,2,9.33,4,5.44,30.16,0
48,6,52.5,59.01,3,0,18.68,2,17.46,41.04,1
17,6,55.09,71.36,2,0,14.79,6,10.05,24.37,0
26,2,55.11,59.25,1,2,18.05,1,8.73,29.9,1
36,1,33.83,81.26,4,2,7.86,2,4.79,37.42,0
1,2,65.36,60.97,3,0,16.13,2,6.45,43.25,1
8,4,31.13,78.79,0,2,8.19,3,14.9,20.06,1
49,2,33.86,96.85,1,2,1.95,4,3.77,26.26,0
35,1,50.83,81.42,0,2,13.46,4,5.08,29.66,1
52,7,45.2,77.64,1,0,3.98,2,8.64,30.09,0
15,11,61.94,54.55,2,1,9.12,2,12.03,32.9,1
47,11,56.71,95.84,4,0,15.08,3,10.57,39.77,0
56,12,52.07,91.74,1,1,6.72,2,8.01,33.68,0
22,8,33.12,72.65,2,1,6.19,2,7.87,25.99,0
14,6,50.4,69.24,4,2,5.02,2,7.61,37.06,0
26,4,49.21,62.79,2,0,10.76,3,9.75,53.73,1
28,6,53.33,100.0,2,2,13.72,4,6.76,25.82,1
23,3,43.55,86.76,2,0,4.87,1,11.19,23.87,1
14,12,57.84,63.62,5,2,8.07,4,15.19,19.48,1
24,8,44.8,91.49,2,0,9.46,3,14.47,43.38,1
2,10,56.44,95.09,0,1,13.87,5,3.73,19.43,1
45,2,61.94,74.68,3,0,5.95,2,6.0,24.93,1
26,5,41.98,69.83,4,1,7.32,3,12.09,36.28,0
14,1,38.42,60.1,3,0,11.24,2,10.75,19.39,0
59,6,57.15,85.61,2,1,3.49,2,11.02,36.05,0
56,2,30.18,68.59,2,2,5.46,5,16.14,29.9,1
51,4,66.67,67.97,5,2,13.57,4,19.07,5.76,1
7,6,50.16,74.83,2,0,12.28,4,13.24,41.14,1
3,10,48.28,62.73,3,2,17.41,3,4.13,39.96,1
47,11,58.19,97.93,4,2,4.38,3,9.42,21.79,1
23,8,57.26,89.52,2,1,2.74,5,15.64,22.52,1
46,12,50.1,76.15,1,1,1.25,3,17.18,26.16,1
43,8,63.18,62.23,3,1,5.4,2,9.25,37.86,1
47,11,39.91,63.04,2,0,20.67,4,12.14,35.31,1
45,6,60.69,62.38,1,0,11.73,6,12.92,32.72,1
18,4,33.82,56.54,2,1,12.15,0,13.6,39.74,0
58,8,57.66,79.84,1,2,4.82,2,14.64,18.92,0
38,8,45.08,65.36,3,1,13.34,4,1.0,19.38,1
35,10,30.33,64.51,2,0,5.05,4,12.93,44.54,1
51,1,53.85,62.79,1,0,5.12,2,9.74,24.14,0
15,4,49.48,90.05,3,2,7.98,4,10.88,27.35,0
25,4,26.86,63.62,1,1,11.11,1,6.29,26.94,1
55,7,18.3,94.04,1,2,14.59,2,6.82,25.3,0
37,11,47.72,70.68,2,2,4.27,3,9.09,29.58,0
28,7,74.27,56.32,3,1,6.23,1,12.47,27.33,1
10,11,54.82,82.04,2,2,3.13,2,4.43,36.45,0
39,8,39.98,88.31,4,1,9.05,2,10.31,48.4,0
57,11,66.23,62.13,2,2,17.82,1,16.68,27.98,1
17,5,63.61,75.95,1,0,8.14,5,18.9,40.79,1
39,7,69.07,79.78,5,0,9.03,5,10.48,30.33,1
22,8,60.26,76.43,2,2,11.3,5,8.8,25.46,0
26,9,63.29,68.13,3,0,1.7,5,8.68,18.62,1
44,3,60.97,88.22,4,1,9.49,2,12.73,24.68,0
25,3,42.84,71.23,0,1,2.45,3,12.59,5.0,1
17,4,25.44,65.91,1,0,7.78,5,9.04,35.28,0
13,5,42.18,48.52,1,1,13.52,2,6.97,32.64,1
20,10,66.57,48.66,1,0,1.88,2,5.44,29.13,1
25,1,44.28,78.24,0,0,3.78,3,9.42,19.16,0
4,7,47.82,73.84,1,1,4.64,6,14.82,30.41,1
10,9,32.51,88.31,1,1,7.53,1,7.01,31.99,0
3,8,41.73,91.95,2,2,17.51,2,8.04,29.65,1
41,5,49.86,71.32,0,1,9.8,4,9.47,22.2,0
45,4,57.39,89.23,3,0,14.33,2,6.84,30.27,0
18,12,43.12,66.57,3,2,1.36,3,18.17,16.25,1
47,7,42.07,72.75,2,0,17.05,4,12.21,35.85,1
36,5,62.63,72.32,3,0,7.37,1,13.27,34.4,0
47,7,54.88,98.69,1,0,12.64,3,5.49,47.23,0
22,12,56.73,55.82,0,1,5.59,5,9.07,18.89,0
34,1,72.92,75.89,1,0,5.68,2,13.06,25.36,0
47,1,42.42,64.56,2,0,5.64,8,11.29,28.16,1
8,10,49.26,70.51,0,3,4.18,3,21.2,19.98,0
40,3,58.27,69.87,1,0,7.07,4,13.03,19.9,1
49,11,36.93,76.08,1,0,4.28,6,7.6,26.56,1
44,2,53.44,95.2,4,0,4.2,2,10.22,16.25,1
19,2,50.33,100.0,1,1,7.8,2,11.73,38.76,1
42,7,91.66,84.85,2,2,13.42,4,14.27,27.17,1
41,12,51.5,60.31,4,1,13.4,2,1.0,33.32,1
37,10,67.35,72.38,4,0,1.72,3,6.6,32.53,0
6,2,62.45,78.91,0,1,2.98,5,11.38,32.38,0
52,11,32.65,68.9,2,1,8.15,1,1.0,35.57,0
26,4,26.77,70.84,0,0,8.12,2,14.92,24.92,1
34,2,53.71,73.93,2,0,14.16,3,10.55,51.52,0
59,6,68.86,86.58,1,0,5.37,1,9.54,28.94,0
56,8,54.32,82.95,3,3,6.78,6,4.38,21.75,1
59,10,51.18,65.85,0,0,2.93,4,16.66,16.73,1
45,4,45.74,83.89,2,2,3.51,3,4.9,15.0,0
6,5,30.14,100.0,3,1,1.71,2,14.65,60.0,1
37,4,35.59,52.31,3,1,1.02,5,19.06,31.78,1
57,3,25.67,68.44,3,1,10.01,4,17.14,22.95,1
33,5,33.45,67.3,2,1,2.81,2,11.13,21.11,1
53,9,42.11,76.2,1,1,8.92,2,9.11,36.54,1
22,8,61.64,47.64,2,1,5.95,4,13.84,21.78,1
21,8,43.32,95.42,0,1,1.66,2,9.72,34.14,0
6,8,53.83,75.7,2,0,10.65,2,11.37,36.54,0
6,12,52.03,79.47,2,1,12.48,1,5.32,32.47,1
55,8,57.49,77.73,2,3,9.88,1,13.6,10.77,1
48,7,34.48,67.25,1,0,6.3,7,7.43,43.56,1
4,8,65.89,85.48,3,1,7.99,5,15.7,35.49,1
30,11,28.89,75.08,3,1,5.66,1,5.04,50.42,0
11,8,43.28,43.73,4,1,5.3,4,8.04,35.82,1
30,8,49.69,73.38,1,1,8.97,2,9.2,22.32,0
31,12,61.4,70.84,2,0,4.78,1,7.71,26.34,1
24,10,70.69,85.45,1,1,4.38,2,7.89,28.59,0
55,7,61.52,100.0,1,0,8.19,4,10.46,27.03,1
9,12,71.24,80.67,3,0,7.26,0,7.61,23.61,0
55,1,37.56,100.0,2,3,1.45,3,7.1,32.61,0
3,4,67.86,64.71,4,0,5.01,8,9.08,24.08,0
51,4,65.28,65.67,4,1,7.87,0,13.61,45.24,0
31,5,14.06,71.3,1,0,12.44,2,15.06,15.27,1
40,10,46.69,81.38,4,1,4.65,2,7.62,28.36,0
37,6,59.03,65.39,5,3,9.94,0,10.99,20.7,1
36,4,42.27,50.82,1,1,14.87,2,11.59,27.61,1
24,2,33.71,75.35,3,4,8.05,1,15.84,38.01,1
31,6,81.71,57.86,3,3,5.01,3,18.32,34.74,1
6,8,51.67,91.74,2,1,7.03,4,1.0,46.13,0
2,8,52.08,84.66,1,2,5.97,4,2.66,17.01,0
20,7,30.37,63.61,2,1,1.26,4,9.6,14.19,1
28,6,40.81,81.84,2,1,9.57,2,5.38,19.65,0
11,2,36.53,66.78,3,1,18.2,2,6.61,16.2,1
4,7,66.18,74.22,0,0,15.12,4,4.12,34.43,0
15,11,57.57,74.37,3,1,15.11,1,11.19,38.03,1
6,12,41.44,69.97,1,2,7.14,4,8.62,43.75,0
54,5,58.41,87.46,2,1,8.93,2,14.54,14.03,0
49,6,46.2,58.21,0,0,9.98,3,9.26,23.04,0
30,10,53.52,83.05,0,0,5.82,4,10.46,16.06,0
56,8,53.45,79.57,3,1,7.21,3,16.45,19.63,1
38,8,56.3,53.93,2,2,4.3,1,11.05,35.22,1
51,3,54.49,63.08,1,0,4.27,1,10.53,9.59,1
57,12,56.32,58.59,2,0,6.24,3,5.31,18.51,1
2,12,68.84,69.5,0,0,10.76,8,10.51,29.44,1
15,7,59.61,75.73,2,1,14.68,3,7.66,11.25,1
11,1,44.95,61.07,3,2,6.26,2,10.35,41.36,1
8,1,48.53,89.54,2,0,12.32,7,4.01,23.06,1
26,7,68.45,90.87,2,1,12.38,1,9.0,48.71,0
51,10,51.69,93.52,3,1,4.3,4,5.36,31.18,0
45,9,44.39,34.23,2,1,8.36,1,16.7,25.94,1
44,7,40.53,100.0,3,1,3.71,6,13.94,17.95,1
5,10,54.1,77.49,1,1,6.89,3,10.15,18.17,1
6,5,37.18,75.71,0,0,6.29,7,10.36,16.97,1
26,8,69.27,73.47,2,2,22.41,7,9.97,33.76,1
54,2,34.43,55.18,2,0,7.88,2,14.76,41.99,1
4,9,72.17,80.4,1,5,3.45,3,7.8,35.09,1
19,6,45.72,99.18,4,0,4.19,1,24.0,14.88,1
20,9,33.85,77.31,0,3,4.47,2,9.25,30.17,1
33,2,52.84,58.27,1,0,7.5,5,3.59,28.35,0
20,3,35.7,52.12,4,2,3.82,0,10.82,26.65,1
49,12,50.52,70.59,2,1,9.37,3,10.62,9.41,1
12,8,41.34,63.84,2,3,13.88,4,8.19,5.0,1
47,1,64.18,85.54,2,2,4.68,3,6.16,23.42,0
1,10,52.05,95.56,0,2,6.84,3,3.49,21.96,0
26,7,32.17,82.04,1,0,10.42,0,7.5,40.91,0
14,7,41.04,73.72,1,1,9.67,1,11.81,37.08,1
38,1,60.57,73.01,3,3,15.74,5,13.67,33.12,1
37,9,69.31,76.07,2,0,11.97,1,17.55,22.62,1
11,8,49.32,57.6,1,1,4.29,1,17.31,43.31,1
36,4,34.33,84.03,4,1,18.4,3,5.17,48.21,1
13,10,65.81,58.79,3,0,9.48,2,4.66,36.54,0
43,11,60.51,91.74,1,2,9.07,2,6.83,24.68,1
3,5,69.6,69.55,4,0,12.19,4,10.72,27.67,1
33,2,54.35,87.46,4,2,4.05,3,6.75,55.38,1
6,9,42.19,52.9,1,1,8.86,5,9.48,32.67,1
50,12,57.75,87.36,2,0,5.03,3,9.24,42.67,1
56,12,54.89,95.44,2,2,14.83,2,11.68,27.01,0
10,6,41.38,55.78,3,1,9.17,1,10.22,20.63,1
5,3,52.98,73.3,1,1,3.91,5,13.12,21.54,1
23,12,47.07,80.02,2,0,6.16,5,8.83,5.0,1
10,7,61.15,80.76,2,2,6.72,5,13.79,23.91,1
44,9,57.38,69.91,3,0,11.37,4,2.65,48.48,0
2,3,34.23,67.26,1,3,8.0,3,8.4,32.41,1
13,2,32.71,78.8,0,1,11.93,0,11.7,25.68,0
40,7,48.65,80.29,1,0,10.95,1,9.39,18.74,1
2,7,50.49,65.59,1,0,4.58,2,3.16,35.61,0
20,4,61.41,62.62,1,3,7.8,5,5.23,35.26,0
1,11,57.7,93.17,2,2,1.67,0,6.62,35.03,1
37,9,71.88,76.62,1,1,9.59,2,5.89,24.1,1
9,8,42.99,40.92,1,0,7.37,1,10.05,25.84,1
17,1,42.14,93.26,7,4,1.95,2,5.43,29.68,1
9,1,35.6,66.04,0,1,4.32,2,14.11,15.89,1
11,5,61.24,76.0,1,1,3.15,2,7.01,41.52,1
15,6,50.33,80.62,5,2,11.91,3,5.87,18.0,1
24,3,22.2,52.74,4,0,12.34,3,13.97,50.48,1
38,9,53.03,70.67,3,0,11.97,0,9.58,32.54,1
55,12,53.99,94.76,1,0,5.26,4,6.26,34.53,0
35,10,47.83,91.34,1,2,14.62,2,12.17,16.13,1
30,6,54.45,70.64,3,1,16.86,2,6.38,32.1,1
31,4,31.7,85.74,4,2,2.43,4,11.8,39.63,1
49,12,74.62,87.71,0,1,6.42,2,8.41,32.85,0
5,7,55.7,86.95,1,0,5.18,1,2.18,31.19,0
44,8,23.39,57.81,2,1,4.42,3,8.06,27.34,1
50,9,49.91,99.62,2,0,5.9,1,18.83,33.74,1
14,11,56.1,68.04,2,0,9.86,5,16.95,26.1,0
53,6,33.31,76.64,1,1,3.94,4,13.18,33.03,1
56,6,58.0,69.73,1,1,8.11,2,16.8,45.28,0
11,8,75.21,78.45,1,0,7.52,2,10.18,42.02,0
9,12,40.33,62.04,3,0,8.63,3,11.97,31.79,1
34,5,56.43,71.62,6,0,19.94,1,9.74,18.52,1
12,3,53.13,77.74,4,2,12.66,5,6.49,27.84,0
35,12,64.52,93.37,3,0,11.16,1,6.11,34.48,0
35,3,48.37,91.56,1,3,4.35,5,12.82,35.27,1
1,6,34.0,92.32,6,0,10.31,3,3.93,41.29,1
40,2,63.56,88.03,2,1,10.25,3,7.92,18.01,1
22,6,34.89,100.0,2,1,22.6,8,13.46,40.44,1
29,6,77.13,70.65,0,0,3.51,0,17.01,36.91,1
8,8,58.41,72.63,4,0,8.0,4,13.94,42.99,1
11,7,41.02,72.02,3,2,2.57,1,6.49,17.42,1
41,8,66.63,74.08,1,0,16.27,1,10.54,60.0,0
37,9,49.86,53.46,5,1,17.51,2,7.08,20.18,1
14,6,46.68,78.97,2,2,4.38,3,9.89,23.63,0
30,3,39.79,82.44,1,1,15.68,1,14.19,23.02,1
35,10,21.83,71.14,1,1,12.68,2,5.45,36.2,1
21,3,59.07,48.64,0,0,6.08,1,9.11,32.64,0
37,11,25.58,75.32,3,3,13.11,5,1.0,27.5,1
5,12,38.1,55.58,3,1,15.64,2,8.27,45.11,1
19,1,56.49,81.41,2,0,4.24,2,10.37,37.95,0
59,11,42.49,76.79,3,1,6.35,3,6.39,25.05,1
14,5,52.36,78.26,1,0,5.74,3,2.49,19.45,1
26,4,31.79,59.08,1,1,9.24,5,7.09,41.12,0
4,9,44.77,93.92,0,2,6.5,2,4.41,20.56,0
25,9,52.45,77.55,2,0,11.66,3,20.49,36.42,1
45,5,35.73,61.29,3,0,11.64,2,9.19,6.22,1
42,10,75.3,83.69,2,2,3.95,2,14.08,29.62,0
25,4,40.44,76.47,2,2,3.91,5,5.68,45.39,0
18,7,70.68,100.0,0,1,2.08,2,6.18,34.92,0
40,6,47.48,66.71,1,0,5.35,1,4.78,46.66,1
8,4,26.47,56.29,1,1,10.04,4,10.97,24.96,1
39,10,32.95,79.34,1,1,12.94,1,6.57,32.62,0
40,2,52.64,90.18,0,0,3.61,5,10.24,28.26,0
14,1,65.49,100.0,1,2,1.96,1,9.83,30.5,1
32,4,76.55,100.0,2,2,4.97,2,11.68,20.79,1
51,4,51.92,51.72,2,2,14.89,3,7.31,30.39,0
38,1,32.34,72.97,3,4,7.04,5,8.33,27.42,1
33,6,54.18,56.34,2,1,1.43,2,18.36,25.09,1
23,4,37.62,71.29,7,2,9.66,2,5.05,24.47,1
15,1,55.88,100.0,1,0,10.05,4,10.24,26.07,1
33,1,35.88,62.7,2,1,5.29,3,10.32,39.59,1
25,1,18.66,74.67,1,0,8.85,2,8.05,31.97,1
17,8,69.75,66.29,2,1,7.57,3,3.93,27.66,0
33,10,46.6,59.95,3,1,8.32,3,6.34,34.66,1
47,8,50.74,100.0,2,3,4.4,4,7.92,34.09,1
55,2,64.95,51.91,3,1,6.3,6,8.19,28.24,1
2,11,78.18,73.76,2,0,4.28,2,5.98,18.25,0
14,7,60.8,76.32,3,3,6.15,2,8.61,5.83,1
53,8,51.55,74.5,3,0,0.45,1,10.85,47.46,1
40,8,56.94,70.26,4,0,3.01,5,4.5,28.52,1
40,11,45.58,99.22,2,0,7.85,2,9.43,21.33,1
51,10,50.54,43.32,3,4,7.31,4,9.65,22.01,1
39,11,52.17,81.55,1,0,9.2,3,9.21,39.12,1
51,7,38.2,82.21,1,0,11.46,5,14.3,50.52,0
6,5,50.32,79.3,3,0,2.58,0,14.45,40.02,0
6,1,55.51,62.54,2,0,0.06,5,11.91,21.65,1
3,12,57.76,93.08,2,0,12.11,2,13.37,46.84,1
7,9,56.56,92.32,2,2,10.84,4,11.93,48.29,1
51,7,29.91,62.01,1,1,6.9,1,11.64,10.18,1
8,2,68.44,57.03,2,1,10.18,3,5.85,46.66,1
42,6,67.19,54.13,0,1,5.31,2,9.65,20.93,0
52,2,48.56,78.38,2,2,15.04,2,15.47,32.86,0
15,1,56.83,75.7,1,1,1.69,3,8.5,48.09,0
47,7,46.75,69.58,3,0,3.03,1,9.38,21.06,0
29,2,61.28,100.0,4,0,12.43,1,14.3,37.88,0
33,2,37.79,68.08,3,1,5.53,3,9.76,39.37,1
52,11,70.14,77.81,5,0,6.6,5,9.6,33.97,0
30,5,60.53,72.09,0,1,10.1,0,9.98,18.43,0
39,5,60.88,100.0,1,0,6.93,8,8.56,31.9,0
27,7,48.42,45.15,4,1,11.52,1,11.15,21.91,1
36,1,28.81,70.35,1,0,6.53,1,8.04,37.2,1
29,8,63.26,84.21,4,1,18.69,3,7.53,43.48,1
38,3,29.31,71.66,1,2,4.78,6,12.48,44.93,1
57,4,63.44,55.44,4,2,2.41,5,6.49,42.18,1
33,9,38.42,77.65,2,1,1.92,5,15.96,11.69,1
37,4,26.19,50.68,2,0,7.94,2,3.54,16.95,1
27,10,50.01,85.05,0,2,10.15,0,1.44,15.68,1
55,12,67.74,68.8,2,0,9.52,2,8.45,27.27,0
33,5,35.52,66.28,3,1,1.79,3,11.14,39.0,1
4,7,73.99,90.69,3,1,1.34,4,4.04,28.97,0
22,4,59.85,59.95,2,0,2.57,4,11.05,24.34,1
2,1,52.35,51.86,2,2,19.45,4,10.02,12.8,1
10,9,43.47,61.34,2,2,10.4,2,14.05,42.36,1
5,4,44.51,100.0,1,1,15.86,4,9.62,36.75,1
59,9,56.45,59.94,3,0,4.33,4,9.36,34.32,1
10,6,62.69,80.48,0,1,2.51,2,11.65,23.69,1
33,1,41.1,87.65,4,3,5.03,5,11.24,33.99,1
54,12,37.9,60.9,2,3,12.3,4,9.44,24.19,1
38,3,46.79,60.92,0,0,11.55,5,4.78,29.41,0
13,11,70.9,77.7,1,0,17.18,3,11.32,38.31,1
31,2,31.75,78.38,2,0,11.33,5,14.13,18.08,1
47,9,67.14,95.21,3,0,12.7,7,3.93,31.29,1
36,12,50.63,63.46,2,2,10.02,1,5.77,43.28,0
45,1,25.21,69.34,2,1,6.67,1,7.07,49.56,0
24,9,43.08,100.0,2,1,12.28,5,12.82,18.09,0
52,9,59.15,48.11,2,2,5.43,2,11.02,31.73,1
56,8,77.03,45.03,2,1,2.42,2,5.53,24.01,1
15,8,30.09,54.25,2,0,11.49,3,10.29,44.18,1
29,11,10.0,91.52,1,3,4.07,4,7.51,18.81,0
8,12,30.36,68.43,1,1,3.74,2,8.26,36.88,0
5,1,66.96,68.42,1,0,5.58,6,7.02,9.69,1
29,11,23.09,60.52,0,1,5.33,4,6.57,35.66,1
47,8,72.46,88.78,2,1,11.31,4,3.76,39.08,0
4,10,68.22,54.49,1,2,4.61,4,12.18,24.03,1
12,3,52.87,66.28,2,3,5.38,6,18.95,8.14,1
45,11,40.6,61.12,1,2,9.05,3,9.46,40.43,1
2,7,50.83,34.92,2,0,11.66,5,11.51,10.74,1
27,11,59.17,67.83,2,1,12.39,4,11.1,10.9,1
31,1,56.88,74.11,1,0,7.57,3,11.71,34.48,1
51,1,76.09,63.37,1,1,16.66,0,5.96,38.48,0
51,10,46.1,70.98,0,2,1.22,3,8.86,31.39,1
36,5,30.49,71.36,4,2,4.91,1,8.34,11.42,1
36,5,27.84,73.0,4,1,1.05,4,12.49,11.57,1
26,8,24.84,59.19,2,1,6.34,4,10.39,28.87,1
43,7,52.94,58.33,2,4,2.72,1,13.81,44.98,1
27,8,46.48,75.7,2,1,17.08,2,11.1,43.7,1
5,6,50.49,52.86,3,1,19.0,3,14.67,30.79,1
20,6,41.94,71.79,1,1,5.4,3,13.22,25.97,1
11,2,33.35,99.53,3,1,23.78,0,9.7,10.52,0
10,6,59.22,74.42,3,3,14.08,3,3.89,25.8,0
40,5,13.05,47.6,0,2,2.85,3,12.28,21.37,1
38,3,37.98,77.7,4,2,15.72,5,14.33,42.23,1
6,6,61.8,87.28,1,0,6.65,3,10.17,30.2,0
8,8,36.49,63.07,3,1,19.06,5,9.53,24.66,1
23,9,55.88,70.52,2,0,5.37,3,9.19,27.32,0
47,1,38.0,61.83,3,0,5.73,3,9.36,28.95,1
26,3,43.16,68.07,1,1,17.28,6,9.82,34.26,1
46,3,58.62,65.02,0,0,2.26,4,13.96,45.12,1
43,11,30.83,81.54,2,2,9.25,1,8.42,20.04,1
12,8,61.18,99.87,0,2,5.0,4,12.11,11.93,1
26,1,50.69,75.86,0,0,4.75,0,11.97,18.74,1
13,5,68.85,51.87,2,2,8.56,3,10.71,27.39,1
40,3,53.12,100.0,2,2,2.96,5,14.91,25.1,1
18,2,33.96,83.74,3,1,15.05,4,4.92,18.42,0
25,8,75.92,86.8,2,2,6.48,4,4.56,56.63,0
33,3,35.21,74.04,2,2,16.48,4,6.91,41.11,1
47,7,46.59,78.49,3,1,4.19,2,8.03,22.07,1
40,12,64.36,69.87,1,1,18.1,4,11.99,29.81,1
43,11,21.8,88.56,2,0,8.41,2,8.73,38.22,1
12,1,71.6,67.84,2,0,16.46,3,7.79,35.72,1
44,6,32.74,82.34,3,2,2.76,3,15.55,32.16,1
36,3,43.18,89.54,2,1,14.18,2,9.02,21.17,1
48,8,54.33,93.69,3,1,4.1,1,11.1,36.85,0
4,6,49.37,90.48,3,1,10.59,4,9.28,36.08,1
5,12,61.84,59.65,2,1,13.03,2,17.08,30.36,1
56,2,25.99,98.59,0,0,5.23,4,11.65,25.24,1
37,6,60.91,84.96,3,0,7.54,2,12.63,30.19,0
8,7,62.11,79.58,3,0,5.76,0,8.09,29.84,1
42,5,65.44,81.31,3,1,9.5,2,16.3,5.93,1
49,3,26.16,72.62,2,0,10.16,2,12.63,19.96,1
28,4,27.97,68.0,2,3,4.42,5,6.39,24.08,1
31,4,44.86,69.47,2,1,11.05,0,10.66,24.29,1
58,6,29.59,94.32,3,3,10.64,2,16.6,16.81,1
9,10,22.94,76.22,2,1,3.42,4,15.84,14.25,1
54,1,44.22,79.23,1,2,5.44,2,1.0,29.94,1
51,11,53.51,75.9,3,0,12.4,3,9.01,39.33,0
29,4,91.98,64.98,2,0,4.35,3,9.31,22.08,0
14,10,58.23,42.8,2,0,10.44,3,9.58,37.29,1
40,4,76.28,86.53,2,0,12.69,5,5.3,27.3,1
41,10,49.34,84.94,3,1,9.87,2,10.34,40.86,1
22,1,58.39,74.83,0,2,4.61,2,7.4,33.15,0
11,9,47.81,58.65,0,1,8.16,1,15.17,26.07,1
23,4,90.25,100.0,1,2,5.36,3,8.68,54.31,0
1,7,39.72,69.88,1,0,5.21,2,2.79,25.63,1
46,12,41.75,78.72,1,0,4.45,4,14.49,31.4,0
37,3,61.95,64.45,7,1,5.57,3,5.7,38.07,1
21,10,53.11,54.75,1,2,6.36,4,13.55,21.55,1
26,12,43.64,83.84,1,1,8.18,4,4.04,17.42,1
46,3,64.41,52.49,2,0,8.79,2,4.93,33.03,1
36,8,49.38,78.44,2,1,4.77,0,2.98,33.45,0
54,8,49.28,78.48,0,0,15.97,2,10.4,24.08,1
23,11,53.46,58.2,5,2,15.36,2,16.01,33.82,1
57,12,23.99,55.55,1,0,17.78,2,3.22,36.15,0
1,1,26.1,63.44,1,1,21.37,5,6.28,20.73,1
54,10,66.3,65.59,5,0,20.65,7,14.83,39.65,1
55,2,39.85,52.05,2,0,3.99,3,15.93,19.87,1
51,8,48.01,58.12,2,1,10.46,5,10.98,37.7,1
40,1,74.19,76.14,1,0,4.22,2,7.65,46.81,0
15,12,48.68,100.0,2,1,4.3,3,11.75,33.56,1
21,8,46.85,90.11,1,2,10.16,3,9.82,24.2,0
47,8,63.44,77.41,4,2,2.26,3,12.74,41.56,1
9,2,41.03,91.93,2,3,7.76,5,9.81,30.46,1
53,4,68.04,92.33,0,0,9.49,1,7.53,31.74,0
9,6,63.13,70.43,2,1,12.95,2,5.66,41.41,1
10,12,77.45,78.87,2,0,10.3,1,6.57,52.34,0
52,11,39.64,89.67,2,2,4.91,5,10.75,37.98,1
57,9,70.5,91.72,2,1,1.3,2,5.96,34.85,0
53,8,58.31,91.86,0,2,13.62,0,13.7,23.05,0
26,12,30.12,59.59,2,0,2.69,3,5.96,31.47,0
41,8,11.06,92.63,2,1,8.62,5,9.08,39.6,1
35,7,38.03,100.0,1,3,1.94,4,1.0,31.62,0
52,9,54.39,97.4,0,1,5.88,2,9.89,47.16,0
25,2,56.56,58.72,1,0,6.03,0,11.72,49.85,0
26,3,49.11,54.95,0,3,13.3,3,12.89,45.95,1
11,10,49.25,81.98,3,1,4.25,1,10.57,38.41,0
38,8,48.11,97.12,3,0,7.3,1,10.18,22.26,1
2,6,65.47,78.39,3,0,13.28,4,9.95,23.48,1
7,10,28.46,71.48,1,2,5.54,3,7.43,28.77,1
18,9,54.02,73.65,0,0,18.74,1,11.04,19.33,1
27,10,37.66,90.31,3,2,9.29,3,16.94,29.57,1
34,4,36.4,70.18,2,2,2.72,3,13.57,24.92,1
27,8,67.64,82.21,0,0,3.87,4,11.48,34.63,1
17,10,35.25,73.04,4,1,13.31,4,9.71,26.67,1
43,3,47.91,61.67,3,0,4.95,3,10.14,37.06,0
59,3,79.38,60.5,1,2,2.79,5,14.21,19.37,1
44,8,62.57,82.88,1,2,8.15,4,13.56,15.88,1
59,5,43.18,34.42,2,0,15.05,3,13.81,27.17,1
51,3,44.41,82.19,1,1,2.47,6,16.99,39.08,1
54,10,31.59,72.44,1,2,2.9,3,12.6,34.42,1
24,11,69.51,89.19,2,1,13.02,6,16.87,30.62,1
25,1,65.17,84.02,2,0,1.05,0,20.92,39.66,0
7,3,60.3,75.67,4,2,6.55,0,3.73,36.46,1
52,12,61.95,58.99,0,2,10.67,2,10.19,45.94,1
6,9,38.38,59.8,3,2,8.25,4,6.87,27.47,0
53,5,26.78,65.33,2,1,5.54,1,9.77,36.24,1
24,12,58.41,88.03,1,0,5.71,1,17.58,40.17,0
33,10,63.33,100.0,1,1,3.35,5,16.14,25.22,1
49,2,74.11,79.95,5,0,10.11,4,11.32,35.61,1
29,7,46.99,66.16,2,2,3.71,3,11.68,41.45,1
43,2,44.8,67.72,4,1,1.82,0,7.59,34.59,0
22,4,46.41,68.41,2,0,6.75,2,15.02,16.95,1
26,12,60.06,90.6,4,0,13.74,2,7.78,38.62,1
28,7,45.77,68.12,2,1,7.98,1,12.64,38.39,1
50,4,49.22,74.34,0,1,7.39,1,7.49,13.8,0
21,7,62.47,95.17,1,1,13.87,8,7.42,32.7,1
49,7,40.61,66.49,0,1,10.81,1,14.2,36.97,0
7,1,70.87,83.36,1,0,10.76,2,8.69,40.62,0
17,6,59.5,88.51,1,0,17.95,4,11.03,27.8,1
20,9,22.14,75.95,2,1,9.2,2,8.5,32.5,0
41,2,42.27,100.0,1,0,3.67,2,11.31,11.18,1
49,3,19.63,99.98,1,0,2.79,6,10.16,40.21,1
20,10,47.05,78.95,1,3,5.41,3,10.91,23.17,1
54,5,42.53,62.94,2,0,11.25,2,11.3,35.79,1
22,9,62.52,63.65,3,1,4.2,3,15.78,18.88,1
28,4,36.78,78.19,1,1,7.66,7,7.7,35.43,0
40,1,55.82,58.65,0,1,12.32,5,20.56,32.01,1
49,4,58.53,79.03,3,0,5.2,2,8.31,28.18,0
